order_id,customer_id,store_id,order_date,payment_method,order_status,discount_pct,total_amount_inr
19660,3580,29,2024-01-26,Net Banking,Completed,10,9354.44
19661,3738,25,2024-04-18,Credit Card,Completed,20,
19662,1769,1,2023-03-18,Debit Card,Completed,20,24611.49
19663,2874,22,2023-08-23,Credit Card,Pending,0,22318.44
19664,741,17,2023-10-02,Cash,Completed,0,8318.11
19665,2759,18,2024-04-19,Debit Card,Completed,0,22490.24
19666,99999,999,2024-03-15,Cash,Completed,104,-801.61
19667,3483,26,2023-07-27,Wallet,Completed,20,14390.7
19668,732,28,2024-07-09,Wallet,Completed,0,16599.79
19669,835,23,2024-03-21,Cash,Completed,0,11918.61
19670,5412,19,2024-07-29,Wallet,Completed,121,-20361.68
19671,893,29,2023-04-12,Debit Card,Completed,20,8995.23
19672,5024,9,2024-03-18,Net Banking,Completed,0,16222.7
19673,3323,24,2024-11-22,UPI,Completed,0,8784.14
19674,5476,14,2023-03-08,Wallet,Completed,25,5814.2
19675,5654,35,2024-05-27,Debit Card,Completed,5,11501.45
19676,1292,26,2023-05-28,Cash,Completed,10,19039.72
19677,3091,17,2023-10-05,Net Banking,Completed,25,1332.95
19678,1896,12,2024-11-05,Debit Card,Cancelled,20,12428.45
19679,1512,8,2023-04-07,Debit Card,Cancelled,0,
19680,4024,19,2023-07-13,Credit Card,Returned,0,20006.65
19681,42,9,2023-06-27,Cash,Completed,20,24021.39
19682,2111,13,2024-07-30,Debit Card,Completed,15,18218.53
19683,2249,5,2023-04-01,Net Banking,Completed,5,9667.24
19684,2828,31,2024-10-14,Net Banking,Completed,0,22535.16
19685,5661,21,2023-03-21,UPI,Completed,0,
19686,3642,30,2023-06-23,Credit Card,Returned,25,24634.88
19687,5750,23,2024-01-31,Cash,Completed,0,17884.21
19688,5744,2,2024-10-04,Debit Card,Completed,20,13312.89
19689,5094,13,2024-12-28,Credit Card,Completed,0,17728.35
19690,4100,7,2023-07-07,Debit Card,Pending,0,14575.88
19691,5335,18,2023-01-19,Debit Card,Completed,0,13117.49
19692,4981,5,2024-06-06,Debit Card,Pending,0,258.58
19693,3965,29,2024-10-06,Wallet,Completed,10,16940.21
19694,5191,7,2023-10-21,Cash,Completed,10,21518.95
19695,2155,32,2023-10-15,Cash,Completed,0,11652.42
19696,3953,10,2024-05-27,UPI,Completed,10,5062.4
19697,1886,35,2024-11-11,Wallet,Completed,0,6836.39
19698,2049,13,2023-08-21,Credit Card,Completed,0,11292.71
19699,203,30,2024-06-20,Cash,Returned,15,6764.36
19700,2839,19,2023-05-21,Cash,Completed,15,8788.06
19701,5752,6,2024-10-10,Net Banking,Completed,0,2437.41
19702,4016,15,2023-08-14,Cash,Pending,10,5791.65
19703,3856,9,2024-11-21,Cash,Completed,5,24269.63
19704,1282,15,2023-10-08,Net Banking,Completed,25,3298.1
19705,2734,4,2024-04-15,Debit Card,Completed,10,4560.42
19706,3735,27,2023-10-01,Cash,Completed,25,16281.86
19707,5589,25,2023-01-25,Wallet,Completed,5,17569.13
19708,3593,21,2023-04-30,Cash,Returned,10,5747.97
19709,1109,31,2023-07-03,UPI,Completed,0,22180.26
19710,429,13,2023-07-03,Wallet,Pending,83,-20067.12
19711,4970,13,2023-04-25,Cash,Completed,0,7656.95
19712,2300,6,2023-03-01,UPI,Completed,0,2145.78
19713,1203,9,2024-11-16,UPI,Completed,20,22465.0
19714,3276,33,2023-03-04,Net Banking,Completed,25,3252.5
19715,2920,8,2024-11-21,Net Banking,Completed,0,1263.06
19716,3795,19,2024-11-12,Cash,Completed,15,6195.68
19717,1612,13,2024-10-09,Net Banking,Completed,10,
19718,661,34,2024-06-03,UPI,Completed,0,16267.94
19719,5804,25,2024-09-14,Net Banking,Completed,20,1909.02
19720,956,22,2023-04-10,Cash,Completed,5,12864.38
19721,1816,22,2023-11-14,UPI,Completed,10,19363.6
19722,5116,24,2023-04-24,Wallet,Completed,5,9617.97
19723,5002,16,2024-11-17,Debit Card,Completed,25,2392.3
19724,1078,17,2023-03-14,Cash,Completed,0,24887.58
19725,403,16,2023-02-03,Net Banking,Completed,20,5386.0
19726,5344,8,2024-12-10,Wallet,Cancelled,5,8833.0
19727,5828,26,2024-02-15,Credit Card,Completed,0,21449.99
19728,5080,7,2023-04-09,Credit Card,Completed,25,14333.93
19729,5725,14,2024-12-08,UPI,Cancelled,0,23886.05
19730,711,10,2024-03-21,Cash,Completed,0,20071.46
19731,192,34,2023-11-16,Cash,Completed,0,14201.8
19732,4267,21,2023-01-21,Wallet,Pending,25,217.42
19733,2353,22,2024-10-01,Cash,Completed,20,766.79
19734,3331,25,2023-11-12,Cash,Completed,0,15323.37
19735,4248,14,2023-03-30,Cash,Completed,5,
19736,1516,31,2023-02-02,Wallet,Completed,10,14824.17
19737,754,33,2023-01-25,Credit Card,Completed,15,11270.34
19738,2723,17,2023-12-31,Wallet,Completed,15,12713.17
19739,4860,12,2024-10-16,Debit Card,Completed,20,2128.86
19740,5251,20,2023-10-15,Wallet,Completed,15,19841.16
19741,5486,35,2024-05-13,Net Banking,Completed,0,17240.97
19742,3069,28,2024-07-16,UPI,Returned,0,16908.59
19743,1239,25,2023-05-18,Credit Card,Completed,15,19086.12
19744,4364,7,2024-10-28,Net Banking,Completed,10,1159.57
19745,3717,20,2024-11-06,Credit Card,Completed,20,14299.1
19746,2411,25,2023-06-01,Cash,Completed,15,13809.91
19747,2620,19,2023-12-16,Credit Card,Cancelled,15,10914.47
19748,1296,31,2024-10-08,Cash,Completed,0,328.52
19749,5168,6,2024-05-06,Net Banking,Completed,0,4117.43
19750,5221,14,2023-05-01,Credit Card,Completed,0,956.27
19751,3316,16,2023-05-30,Cash,Completed,20,14564.51
19752,5634,21,2023-03-23,UPI,Returned,0,18178.15
19753,967,31,2024-11-09,Net Banking,Completed,25,4682.79
19754,4168,13,2023-01-14,Net Banking,Cancelled,0,19103.69
19755,5190,20,2023-04-08,Cash,Completed,25,18016.9
19756,2660,32,2023-02-18,Credit Card,Completed,25,15261.92
19757,305,19,2024-04-22,Debit Card,Cancelled,0,18283.39
19758,5481,21,2024-10-09,Debit Card,Cancelled,0,8638.08
19759,4713,22,2024-01-21,Debit Card,Completed,25,6423.47
19760,5565,20,2024-01-04,Debit Card,Completed,20,23073.71
19761,2760,2,2023-01-02,UPI,Completed,5,21969.45
19762,5914,27,2024-11-03,Cash,Completed,15,20766.94
19763,5056,29,2023-07-22,Debit Card,Completed,10,18710.65
19764,2858,18,2024-07-08,Wallet,Completed,10,16307.56
19765,3318,33,2023-10-25,Debit Card,Pending,10,24504.51
19766,3415,4,2024-08-02,Wallet,Completed,10,17295.17
19767,5908,7,2023-02-23,Wallet,Pending,25,5163.08
19768,4428,3,2024-05-28,Net Banking,Completed,0,18273.16
19769,236,29,2024-09-26,Credit Card,Completed,10,22028.04
19770,1131,22,2023-08-02,Cash,Cancelled,5,7888.7
19771,165,12,2023-07-26,Cash,Completed,25,2350.44
19772,5807,24,2023-01-10,Net Banking,Pending,0,12700.74
19773,2876,32,2024-03-10,Cash,Completed,25,7332.99
19774,3101,19,2023-07-27,Credit Card,Pending,25,13516.82
19775,3456,17,2023-10-22,Cash,Completed,15,20436.02
19776,5,32,2023-10-12,Debit Card,Completed,0,4645.13
19777,3386,15,2023-12-31,Net Banking,Completed,5,1990.32
19778,4611,35,2023-04-07,UPI,Completed,10,10696.85
19779,3446,30,2023-06-12,Wallet,Completed,0,20220.68
19780,5818,23,2023-07-18,Wallet,Completed,20,13381.11
19781,805,4,2024-01-04,Credit Card,Completed,20,2815.59
19782,443,29,2024-11-24,Wallet,Completed,0,23160.19
19783,4602,1,2024-01-31,Cash,Completed,15,7698.33
19784,3072,21,2024-05-06,Debit Card,Completed,0,6799.47
19785,99999,999,2023-01-20,UPI,Completed,124,-11412.04
19786,2970,9,2023-08-05,UPI,Completed,10,15341.97
19787,1950,13,2023-12-27,UPI,Completed,5,10943.67
19788,2975,11,2024-07-28,UPI,Pending,5,19756.48
19789,4553,22,2023-10-13,Cash,Completed,20,12006.45
19790,3480,15,2023-03-21,Debit Card,Completed,20,10461.94
19791,1814,17,2023-03-22,Debit Card,Completed,0,7717.27
19792,3545,1,2023-02-07,UPI,Completed,15,16695.99
19793,3897,2,2024-09-25,Wallet,Completed,5,10649.72
19794,5585,33,2023-03-30,Debit Card,Completed,10,21817.91
19795,4510,33,2024-06-05,Net Banking,Completed,0,11703.53
19796,1954,14,2024-07-18,Wallet,Pending,5,3169.83
19797,3615,28,2024-01-01,Wallet,Completed,5,7549.54
19798,4964,17,2024-02-04,Cash,Returned,0,23893.77
19799,2437,7,2023-04-17,Wallet,Completed,0,19140.8
19800,3131,17,2024-02-18,Wallet,Completed,5,24939.41
19801,2152,12,2023-09-15,Wallet,Completed,0,5224.39
19802,59,31,2024-02-10,Credit Card,Completed,20,12853.03
19803,2688,9,2023-12-13,Wallet,Completed,25,6701.64
19804,1274,16,2023-03-18,Net Banking,Completed,5,6360.4
19805,4749,28,2024-09-08,Cash,Completed,20,15443.86
19806,2999,3,2023-03-01,Cash,Completed,10,23732.13
19807,4838,6,2024-09-05,UPI,Completed,10,3109.58
19808,5481,15,2023-02-06,UPI,Completed,0,19923.28
19809,4601,30,2023-02-11,Cash,Completed,25,1127.98
19810,228,5,2023-02-04,Wallet,Completed,10,16579.56
19811,2405,30,2023-12-26,Credit Card,Completed,25,18878.09
19812,1324,17,2023-12-20,Cash,Returned,15,21622.78
19813,2337,10,2023-01-11,Wallet,Completed,15,2078.97
19814,2492,20,2024-08-23,UPI,Pending,15,6750.23
19815,847,28,2024-02-06,Net Banking,Returned,15,7472.9
19816,5382,11,2024-05-11,Credit Card,Completed,5,9696.72
19817,1256,33,2023-06-03,UPI,Completed,0,2954.06
19818,1176,7,2023-05-17,Net Banking,Completed,20,857.53
19819,2611,2,2024-11-24,Net Banking,Cancelled,0,8754.69
19820,4560,31,2024-09-14,Wallet,Completed,20,5097.62
19821,3386,25,2023-06-20,Cash,Completed,0,24236.62
19822,857,16,2024-08-31,UPI,Completed,0,19748.34
19823,5428,6,2024-12-07,Wallet,Completed,0,4530.01
19824,1066,14,2023-06-23,Wallet,Completed,20,22553.31
19825,4463,30,2024-12-21,Net Banking,Completed,15,19643.8
19826,2585,21,2023-05-23,Net Banking,Completed,5,22831.71
19827,4274,19,2023-06-09,UPI,Completed,0,7570.3
19828,5437,18,2023-12-07,Cash,Completed,5,9562.79
19829,2714,14,2023-01-17,Wallet,Completed,0,8382.56
19830,5705,31,2023-01-25,Wallet,Completed,5,16593.56
19831,3030,15,2024-06-16,Debit Card,Pending,15,10383.72
19832,3744,26,2024-04-06,Net Banking,Completed,5,6720.74
19833,3640,6,2023-05-15,Credit Card,Completed,25,4872.42
19834,2419,6,2024-08-25,Wallet,Completed,0,18963.27
19835,4942,24,2024-07-10,Cash,Cancelled,0,11686.86
19836,1738,17,2024-10-06,Cash,Completed,25,995.84
19837,4211,33,2024-06-03,Debit Card,Completed,0,4778.19
19838,5168,10,2024-10-26,Net Banking,Completed,10,4980.15
19839,1210,15,2024-06-22,Debit Card,Completed,20,15873.61
19840,3388,15,2024-02-27,Credit Card,Pending,10,24313.84
19841,5453,18,2023-11-29,Net Banking,Completed,5,5597.33
19842,2988,2,2024-04-25,Cash,Cancelled,10,20024.9
19843,1540,4,2024-07-30,Wallet,Completed,0,6579.42
19844,983,5,2023-02-09,Net Banking,Completed,0,15799.86
19845,1011,11,2023-01-14,Cash,Completed,5,5049.11
19846,1419,16,2024-09-10,Debit Card,Completed,15,18044.21
19847,2561,5,2023-09-17,Wallet,Completed,25,12034.47
19848,3395,32,2024-04-15,Credit Card,Completed,25,22355.2
19849,3258,23,2023-12-29,Net Banking,Returned,25,16777.37
19850,4181,26,2024-11-04,UPI,Completed,0,287.99
19851,5407,22,2024-04-11,Wallet,Pending,0,22358.39
19852,3089,1,2024-01-03,UPI,Returned,5,13483.66
19853,3112,26,2024-12-13,Wallet,Completed,0,22985.13
19854,1840,26,2023-04-25,Wallet,Pending,5,10062.76
19855,4429,20,2023-05-28,Wallet,Completed,0,882.15
19856,4749,35,2024-01-24,Net Banking,Completed,0,21611.58
19857,929,27,2024-07-18,Net Banking,Completed,0,12480.52
19858,4811,18,2023-05-01,Cash,Completed,93,-24502.01
19859,5748,25,2023-02-19,Cash,Completed,20,7642.9
19860,917,24,2023-11-02,UPI,Completed,0,13304.89
19861,2227,33,2024-10-13,Wallet,Returned,20,15242.02
19862,880,10,2024-02-12,Debit Card,Completed,0,14838.27
19863,1009,15,2024-06-11,UPI,Completed,5,3974.02
19864,71,15,2024-01-07,Debit Card,Completed,0,12699.38
19865,1405,12,2024-03-04,Debit Card,Returned,0,20353.85
19866,3753,1,2024-07-23,Cash,Completed,5,3082.76
19867,423,30,2024-03-12,Debit Card,Completed,15,5159.06
19868,416,28,2024-02-23,Debit Card,Completed,0,667.89
19869,1368,1,2024-09-02,UPI,Completed,0,1176.29
19870,5074,19,2023-04-18,Debit Card,Completed,10,13048.46
19871,4867,4,2023-09-02,Debit Card,Completed,0,16394.15
19872,278,22,2023-06-29,Net Banking,Completed,20,23503.14
19873,5713,6,2024-06-05,Cash,Completed,10,12383.95
19874,3686,28,2024-03-21,Debit Card,Completed,5,4197.9
19875,3260,20,2023-12-14,Wallet,Cancelled,25,5021.77
19876,928,28,2024-06-16,Credit Card,Cancelled,0,18915.87
19877,494,10,2023-02-20,UPI,Completed,10,2763.53
19878,3020,2,2023-09-22,Credit Card,Completed,15,12447.16
19879,534,8,2024-07-16,Debit Card,Returned,10,2362.27
19880,4073,5,2024-09-17,UPI,Completed,25,17996.12
19881,748,35,2024-03-19,Wallet,Completed,15,1372.13
19882,4423,22,2023-03-29,UPI,Completed,20,15989.36
19883,56,5,2024-03-28,UPI,Completed,25,2197.34
19884,1389,19,2024-07-12,Wallet,Completed,20,4826.8
19885,2709,1,2023-06-10,Wallet,Completed,5,9903.99
19886,5784,3,2023-06-01,Credit Card,Completed,0,11741.41
19887,3745,20,2024-11-18,Cash,Completed,20,13862.86
19888,2471,31,2024-02-12,UPI,Completed,0,20260.22
19889,4717,5,2024-09-02,Cash,Completed,5,15184.76
19890,2963,3,2023-12-03,Net Banking,Completed,5,4544.14
19891,4645,22,2024-07-07,Debit Card,Completed,0,6874.18
19892,2926,26,2024-12-10,UPI,Completed,10,7878.51
19893,2111,16,2023-05-03,Net Banking,Completed,20,18954.59
19894,1877,7,2024-07-07,Cash,Completed,20,6978.04
19895,4548,3,2024-03-02,Credit Card,Completed,20,17350.21
19896,424,14,2024-05-30,Wallet,Completed,0,4735.29
19897,3066,26,2023-02-03,Debit Card,Completed,20,16726.67
19898,4022,22,2023-05-27,Debit Card,Completed,0,4028.71
19899,2966,35,2023-12-10,Wallet,Completed,0,5222.65
19900,4713,31,2024-06-06,Cash,Returned,0,14791.43
19901,257,33,2023-07-09,Credit Card,Completed,25,17906.8
19902,4629,1,2024-04-13,UPI,Completed,5,7532.56
19903,4583,13,2024-04-08,Cash,Completed,0,8274.16
19904,4626,5,2023-03-09,Debit Card,Completed,25,2412.35
19905,4061,26,2023-10-17,UPI,Completed,10,16823.98
19906,1468,20,2024-12-16,Debit Card,Completed,0,16537.68
19907,2868,26,2023-11-19,Credit Card,Completed,0,9493.93
19908,1320,12,2023-12-16,Debit Card,Completed,20,14039.97
19909,636,16,2023-12-13,Credit Card,Completed,5,11805.54
19910,5998,11,2024-08-07,Net Banking,Completed,0,21643.88
19911,208,8,2023-04-08,Cash,Cancelled,25,15688.8
19912,124,23,2023-10-12,Cash,Completed,10,584.57
19913,4984,15,2024-12-16,Debit Card,Completed,0,16727.28
19914,330,18,2024-11-01,Cash,Cancelled,0,6192.8
19915,4805,4,2023-10-24,Credit Card,Completed,0,19722.0
19916,4569,31,2024-02-14,Credit Card,Completed,25,23066.39
19917,594,33,2023-04-28,Wallet,Completed,10,20041.19
19918,5379,13,2023-07-01,Net Banking,Completed,0,21391.8
19919,4277,28,2023-09-11,Cash,Completed,15,8266.09
19920,1431,9,2023-11-02,UPI,Completed,25,7372.27
19921,326,2,2024-01-04,Debit Card,Pending,15,415.01
19922,2463,8,2023-01-28,Net Banking,Completed,15,6917.57
19923,1001,30,2024-03-30,Debit Card,Completed,0,6232.4
19924,4249,29,2024-07-25,Net Banking,Completed,20,16951.3
19925,2622,17,2023-06-21,Credit Card,Completed,0,3291.67
19926,827,35,2024-01-06,Credit Card,Completed,5,16074.07
19927,5143,32,2023-10-03,UPI,Completed,25,8286.49
19928,2272,29,2023-03-12,Credit Card,Cancelled,20,8542.44
19929,554,2,2024-04-17,Net Banking,Completed,0,22734.01
19930,4594,28,2023-08-20,Wallet,Completed,20,20582.29
19931,4819,30,2024-07-02,Cash,Completed,25,12029.21
19932,2430,8,2023-01-17,Cash,Completed,0,14269.99
19933,5055,27,2023-11-07,Net Banking,Completed,15,4578.43
19934,5137,28,2024-08-05,Wallet,Completed,10,8704.89
19935,1285,25,2024-12-01,Wallet,Completed,0,3985.46
19936,5738,17,2023-12-02,Debit Card,Completed,20,10638.4
19937,5931,16,2023-08-24,Wallet,Completed,0,13464.37
19938,2926,8,2023-01-14,Debit Card,Completed,20,
19939,1092,35,2024-03-04,UPI,Completed,20,3998.37
19940,5378,26,2023-05-22,Credit Card,Completed,25,22926.03
19941,747,10,2023-02-25,Net Banking,Completed,20,2112.74
19942,3490,35,2023-02-22,Wallet,Returned,5,24809.63
19943,3955,27,2024-08-09,Debit Card,Returned,15,1782.57
19944,1384,19,2024-02-06,UPI,Completed,25,24800.53
19945,2245,12,2023-11-16,Net Banking,Completed,20,16457.37
19946,239,25,2023-05-03,Cash,Pending,5,22433.19
19947,2347,7,2023-04-13,Wallet,Returned,5,
19948,1981,6,2024-05-26,Cash,Completed,5,1654.3
19949,3119,18,2023-03-14,Net Banking,Cancelled,0,20850.14
19950,5941,24,2024-03-25,Cash,Completed,0,11508.11
19951,3469,24,2023-06-07,Credit Card,Completed,10,17006.08
19952,3075,27,2024-01-27,Wallet,Completed,5,5360.13
19953,306,20,2023-07-28,Wallet,Completed,0,2922.69
19954,3002,31,2024-02-06,UPI,Completed,0,4027.93
19955,4968,9,2024-02-28,Net Banking,Completed,0,21895.82
19956,4468,26,2023-04-18,Wallet,Completed,25,7116.06
19957,4819,21,2023-12-14,Credit Card,Cancelled,0,16498.95
19958,4339,27,2023-05-18,Cash,Completed,0,4053.12
19959,624,16,2024-07-02,Net Banking,Completed,0,17844.0
19960,3369,19,2024-04-27,Debit Card,Completed,15,24601.98
19961,3138,26,2024-01-02,Net Banking,Completed,15,12419.7
19962,4937,18,2024-11-08,Credit Card,Completed,20,3951.7
19963,2441,25,2023-08-17,Wallet,Completed,10,
19964,2163,25,2023-07-25,Credit Card,Completed,0,6301.01
19965,4518,27,2023-06-28,Cash,Completed,20,23158.97
19966,1353,12,2024-08-28,Wallet,Cancelled,10,3981.78
19967,3003,23,2023-01-31,Net Banking,Completed,10,21571.0
19968,4164,32,2023-09-15,Debit Card,Returned,0,5682.81
19969,160,4,2024-03-06,UPI,Returned,0,5923.64
19970,4600,9,2023-12-12,Cash,Cancelled,25,20017.7
19971,1662,25,2023-05-10,Net Banking,Completed,10,8914.66
19972,4877,10,2024-01-13,Net Banking,Completed,25,4608.74
19973,3286,35,2023-06-04,Cash,Pending,10,8629.33
19974,119,22,2024-06-30,Debit Card,Completed,0,20016.49
19975,3295,15,2024-09-19,Wallet,Completed,10,3220.36
19976,5365,13,2024-04-01,UPI,Completed,0,6498.12
19977,347,2,2024-11-10,Wallet,Completed,10,3488.71
19978,4977,35,2024-10-08,Credit Card,Completed,0,11072.87
19979,5130,21,2023-02-03,Credit Card,Completed,10,11402.71
19980,4588,30,2024-09-05,Wallet,Completed,25,19573.87
19981,3050,17,2024-01-30,UPI,Completed,0,19868.62
19982,1735,6,2023-09-01,Debit Card,Completed,10,24947.79
19983,523,14,2023-08-06,UPI,Completed,5,21239.64
19984,4934,5,2023-10-10,Wallet,Completed,15,15160.77
19985,2602,20,2024-02-28,UPI,Completed,0,923.29
19986,3843,3,2024-06-21,Debit Card,Completed,20,19696.78
19987,1222,23,2024-09-28,Debit Card,Completed,5,6852.58
19988,310,19,2024-10-09,Wallet,Completed,5,9884.03
19989,2743,24,2023-10-29,Debit Card,Completed,0,5032.07
19990,5928,1,2023-01-04,Net Banking,Completed,10,8972.26
19991,577,28,2023-11-28,Net Banking,Completed,0,4469.98
19992,1754,25,2023-05-12,Credit Card,Completed,5,3491.26
19993,1489,14,2023-04-13,Net Banking,Pending,10,23682.22
19994,4016,21,2024-03-27,Credit Card,Completed,0,10059.81
19995,639,24,2023-10-09,UPI,Completed,5,13573.26
19996,1526,4,2024-07-09,UPI,Returned,15,6906.63
19997,2334,27,2023-05-15,Credit Card,Completed,15,22408.81
19998,198,8,2024-05-26,Debit Card,Completed,5,6263.31
19999,4643,1,2024-09-03,Wallet,Completed,10,15302.98
20000,64,17,2023-04-06,Cash,Completed,20,4154.81
20001,626,12,2023-04-16,Credit Card,Completed,25,5944.96
20002,945,25,2023-07-19,UPI,Completed,0,
20003,4104,7,2024-01-27,Net Banking,Completed,25,18086.82
20004,1342,25,2023-12-18,Cash,Completed,25,10982.48
20005,3152,12,2023-05-01,Net Banking,Completed,0,24073.57
20006,5196,13,2023-06-04,Debit Card,Pending,10,17015.56
20007,3176,10,2024-03-10,Cash,Completed,15,12684.08
20008,5685,9,2024-03-24,Cash,Completed,25,10680.87
20009,99999,999,2024-08-18,Net Banking,Completed,95,-2209.54
20010,2147,19,2024-02-23,Net Banking,Completed,0,24884.5
20011,1847,32,2023-11-28,Wallet,Completed,0,7154.67
20012,4039,13,2023-05-15,Cash,Completed,5,16278.03
20013,4741,23,2023-06-27,UPI,Pending,0,2021.14
20014,3993,9,2024-08-26,Net Banking,Completed,15,609.86
20015,5187,34,2024-08-23,Wallet,Completed,20,23374.12
20016,3372,33,2023-10-03,Debit Card,Completed,0,8086.9
20017,2441,3,2023-11-05,Cash,Completed,0,23662.58
20018,4758,5,2024-10-26,Debit Card,Completed,20,
20019,3970,25,2024-10-16,Debit Card,Completed,0,7381.55
20020,2570,17,2024-12-20,UPI,Completed,5,10145.1
20021,5070,32,2023-08-15,Debit Card,Completed,10,13828.13
20022,460,33,2023-11-23,Wallet,Completed,0,22145.27
20023,2799,6,2023-01-17,Cash,Completed,20,22062.58
20024,5880,25,2023-04-22,Net Banking,Completed,0,8904.61
20025,3446,32,2024-05-16,Credit Card,Completed,0,17867.49
20026,3901,22,2024-10-25,Cash,Completed,25,15191.79
20027,3493,30,2023-08-20,UPI,Returned,15,17338.95
20028,3085,4,2024-11-30,Credit Card,Completed,5,19753.44
20029,2556,14,2023-04-23,Debit Card,Completed,20,17583.66
20030,36,1,2023-01-11,Wallet,Cancelled,10,2987.56
20031,4515,7,2024-09-04,UPI,Completed,25,13029.07
20032,3521,7,2023-08-15,Wallet,Completed,25,1073.83
20033,1147,9,2024-10-29,Wallet,Completed,0,1571.15
20034,1740,23,2023-07-16,Cash,Completed,0,11236.7
20035,4016,16,2024-07-22,UPI,Completed,10,15964.11
20036,3325,22,2024-01-16,UPI,Completed,0,9352.73
20037,1075,21,2024-07-22,Debit Card,Completed,0,5727.0
20038,5859,11,2024-09-13,Net Banking,Completed,0,3433.37
20039,5364,33,2024-06-15,Net Banking,Completed,0,2700.99
20040,2187,24,2024-05-03,Net Banking,Returned,20,5689.04
20041,1519,15,2024-08-26,Wallet,Completed,25,4467.0
20042,2394,16,2024-01-10,Cash,Completed,25,376.54
20043,2818,25,2024-12-06,Credit Card,Completed,5,15602.96
20044,3551,14,2024-05-14,Wallet,Completed,25,5147.81
20045,5271,8,2023-05-01,Cash,Completed,0,3558.13
20046,1649,19,2024-09-05,Debit Card,Pending,25,5861.22
20047,1932,16,2024-10-01,UPI,Completed,15,11232.03
20048,3939,17,2023-05-01,Cash,Completed,20,750.07
20049,3926,13,2024-12-26,Wallet,Completed,20,7323.32
20050,3774,10,2024-02-14,Net Banking,Completed,15,24188.36
20051,370,19,2024-02-25,Wallet,Completed,20,3817.51
20052,2,10,2024-08-07,UPI,Completed,20,19680.33
20053,3678,26,2023-07-16,Cash,Completed,5,1211.05
20054,99999,999,2023-03-19,Wallet,Completed,115,-10412.5
20055,1589,18,2023-04-20,Credit Card,Completed,10,23176.59
20056,2890,27,2024-11-18,Net Banking,Completed,25,1827.75
20057,1189,20,2023-02-21,Credit Card,Completed,0,2166.71
20058,3016,25,2024-02-10,Credit Card,Completed,20,10437.72
20059,2081,3,2023-11-28,Net Banking,Completed,20,12224.62
20060,3749,14,2024-10-26,Credit Card,Completed,5,20231.92
20061,872,27,2024-10-06,Credit Card,Completed,0,6195.35
20062,702,24,2023-01-31,Wallet,Completed,0,5293.51
20063,1608,2,2023-03-14,Credit Card,Completed,5,19704.57
20064,3183,1,2023-04-12,Debit Card,Completed,25,2495.1
20065,4496,21,2024-06-19,UPI,Completed,5,9155.79
20066,435,31,2023-06-09,Net Banking,Completed,20,18596.2
20067,3381,10,2024-11-17,Net Banking,Completed,5,16855.42
20068,1682,5,2024-01-27,Net Banking,Completed,133,-10977.98
20069,3978,13,2024-11-27,UPI,Completed,10,2914.09
20070,4877,30,2023-07-10,Net Banking,Completed,25,23558.84
20071,5767,29,2024-12-24,UPI,Completed,0,8753.99
20072,1048,30,2023-08-13,Cash,Returned,20,19676.72
20073,103,4,2023-08-15,Wallet,Completed,0,3357.75
20074,2827,32,2024-12-03,Net Banking,Pending,15,3478.99
20075,4853,25,2023-10-28,Net Banking,Completed,15,1854.91
20076,5328,11,2023-07-30,UPI,Completed,5,2157.83
20077,3073,11,2023-12-05,Debit Card,Completed,25,23509.9
20078,2529,5,2024-10-15,Cash,Completed,0,2022.87
20079,1283,5,2023-10-13,Net Banking,Returned,0,23395.78
20080,1007,29,2024-01-31,UPI,Completed,10,23154.28
20081,1429,8,2024-07-06,UPI,Completed,0,23048.16
20082,123,24,2023-02-12,UPI,Completed,0,19884.35
20083,5421,7,2024-12-05,Debit Card,Completed,15,14589.02
20084,4525,18,2023-02-07,Wallet,Completed,25,13819.0
20085,3936,8,2023-08-10,Credit Card,Completed,5,22923.23
20086,704,34,2024-06-04,Net Banking,Completed,0,21265.95
20087,1985,1,2023-04-15,Wallet,Completed,0,18219.52
20088,4078,17,2023-01-15,Net Banking,Completed,0,4754.39
20089,4573,18,2024-01-28,Wallet,Completed,20,6594.33
20090,1868,10,2024-01-11,Debit Card,Completed,15,8877.06
20091,5745,34,2024-05-31,Wallet,Cancelled,25,2674.64
20092,5573,1,2024-06-11,Debit Card,Cancelled,20,10731.32
20093,5038,2,2024-01-03,Credit Card,Pending,25,16826.2
20094,3314,18,2023-01-11,Cash,Pending,0,20031.82
20095,3242,35,2023-04-29,Credit Card,Completed,10,20139.16
20096,5135,5,2023-05-02,Cash,Completed,25,20743.98
20097,5663,15,2024-09-28,UPI,Completed,10,16149.07
20098,4535,25,2023-02-27,Net Banking,Returned,15,8369.31
20099,2645,31,2024-07-14,UPI,Completed,5,6039.26
20100,2546,4,2023-01-30,Debit Card,Completed,101,-17368.14
20101,5054,30,2023-12-19,Wallet,Completed,20,4569.36
20102,79,7,2023-07-10,Credit Card,Completed,15,
20103,79,17,2024-10-02,Cash,Completed,5,6113.85
20104,3908,7,2023-12-04,Net Banking,Completed,25,
20105,5176,32,2023-09-07,Net Banking,Completed,25,19163.46
20106,5641,32,2024-07-06,Cash,Completed,15,10992.61
20107,2921,24,2023-12-09,Cash,Cancelled,0,4751.63
20108,1048,5,2023-07-19,Credit Card,Completed,20,6264.67
20109,4175,1,2023-12-18,Credit Card,Pending,0,20098.65
20110,207,8,2023-04-21,Debit Card,Completed,0,6584.53
