movement_id,product_id,store_id,movement_type,quantity,movement_date,reference_order_id
10202,158,33,OUT,141,2023-11-26,13371
10203,34,7,IN,450,2024-01-14,
10204,149,18,IN,457,2023-07-08,
10205,71,12,IN,337,2024-12-10,
10206,115,20,IN,2,2023-03-05,
10207,55,24,OUT,317,2024-09-07,13375
10208,84,8,OUT,207,2023-05-28,15885
10209,118,23,OUT,462,2024-01-20,1857
10210,52,33,IN,389,2023-11-06,
10211,45,8,IN,325,2024-10-19,
10212,37,30,IN,214,2023-06-20,
10213,120,14,OUT,386,2023-09-13,14612
10214,284,14,OUT,98,2024-06-08,24974
10215,85,18,OUT,441,2023-04-18,23634
10216,278,1,OUT,313,2023-12-28,14777
10217,102,35,OUT,196,2023-05-20,10412
10218,267,25,IN,15,2024-09-09,
10219,41,35,OUT,37,2024-12-25,16061
10220,304,29,OUT,174,2024-03-04,6764
10221,66,22,OUT,43,2024-02-14,8976
10222,28,9,OUT,102,2024-10-02,12494
10223,186,19,IN,388,2023-06-15,
10224,85,25,IN,438,2024-05-21,
10225,100,16,IN,297,2024-01-05,
10226,104,19,IN,428,2023-06-06,
10227,95,28,IN,270,2024-04-29,
10228,196,1,OUT,494,2024-08-10,20570
10229,214,16,OUT,163,2023-03-28,20793
10230,112,23,OUT,470,2024-11-10,25335
10231,41,12,IN,22,2024-08-16,
10232,238,23,IN,246,2023-03-20,
10233,205,27,OUT,100,2024-08-27,9021
10234,179,11,OUT,367,2024-06-16,11982
10235,79,17,IN,252,2023-02-22,
10236,157,34,OUT,290,2024-11-25,19256
10237,100,31,IN,42,2023-11-28,
10238,297,11,OUT,82,2024-09-02,11595
10239,6,35,IN,301,2024-08-24,
10240,1,11,IN,26,2024-11-19,
10241,54,13,OUT,16,2023-03-20,20108
10242,145,7,OUT,118,2024-10-21,9706
10243,8888,888,OUT,0,2024-02-06,888888
10244,31,26,IN,247,2024-01-21,
10245,67,31,OUT,389,2023-02-04,26184
10246,115,28,OUT,379,2023-08-02,3849
10247,4,4,IN,351,2024-10-03,
10248,161,6,OUT,406,2024-07-11,6120
10249,168,30,OUT,102,2023-11-30,5268
10250,96,21,OUT,237,2023-03-28,14656
10251,108,1,OUT,163,2024-03-04,27685
10252,4,18,OUT,236,2023-11-25,22769
10253,77,32,OUT,160,2023-07-19,15313
10254,106,5,OUT,461,2024-01-08,7441
10255,206,6,IN,398,2024-12-08,
10256,215,4,OUT,429,2023-11-07,11384
10257,27,11,OUT,301,2023-03-11,13873
10258,146,22,IN,266,2023-04-04,
10259,162,25,OUT,225,2023-04-15,10154
10260,75,17,IN,80,2023-02-06,
10261,232,31,IN,270,2023-11-03,
10262,18,13,OUT,27,2024-10-10,21549
10263,21,23,OUT,405,2023-05-30,3038
10264,267,1,OUT,109,2024-01-22,24043
10265,108,16,IN,347,2023-09-20,
10266,293,22,OUT,437,2023-11-08,3700
10267,187,20,OUT,289,2023-09-25,520
10268,183,31,OUT,67,2024-08-06,16169
10269,106,17,OUT,292,2023-03-06,22559
10270,314,14,OUT,165,2024-11-16,190
10271,120,35,IN,231,2024-06-07,
10272,230,27,OUT,318,2023-05-12,25204
10273,167,31,IN,411,2024-05-29,
10274,77,29,OUT,357,2023-08-07,11696
10275,114,35,OUT,367,2024-06-17,10864
10276,260,32,OUT,359,2023-07-31,5280
10277,259,8,OUT,178,2023-12-16,11995
10278,221,31,IN,358,2023-04-05,
10279,321,12,IN,83,2023-06-26,
10280,279,15,IN,109,2024-02-29,
10281,228,26,IN,225,2024-07-20,
10282,198,15,OUT,312,2023-01-02,12231
10283,52,21,IN,347,2024-08-29,
10284,195,10,OUT,231,2024-03-09,11851
10285,6,14,OUT,343,2023-06-01,3780
10286,164,7,IN,362,2024-03-27,
10287,347,3,OUT,235,2023-10-25,26355
10288,8,5,IN,226,2023-05-09,
10289,355,33,IN,285,2024-06-03,
10290,233,3,OUT,242,2023-08-23,24306
10291,305,32,IN,439,2023-04-13,
10292,355,35,OUT,108,2024-06-19,25448
10293,65,19,IN,247,2024-05-10,
10294,2,22,OUT,434,2023-02-04,28007
10295,298,31,OUT,288,2023-04-30,511
10296,179,14,IN,236,2023-11-23,
10297,193,26,OUT,200,2023-06-08,2797
10298,251,3,OUT,244,2024-01-20,13151
10299,331,8,OUT,197,2023-02-19,13196
10300,198,6,IN,200,2024-05-06,
10301,107,26,OUT,68,2023-01-19,19182
10302,40,16,IN,462,2023-01-15,
10303,189,35,IN,100,2024-05-01,
10304,155,15,OUT,246,2023-07-21,9310
10305,258,7,OUT,48,2024-09-23,9320
10306,205,8,OUT,339,2024-04-28,2991
10307,287,32,IN,176,2024-12-26,
10308,116,23,OUT,358,2023-01-05,7401
10309,166,12,OUT,48,2023-09-14,10744
10310,211,8,OUT,460,2023-07-03,7157
10311,8888,888,IN,0,2024-10-08,
10312,11,21,OUT,365,2024-12-11,24302
10313,143,8,OUT,460,2024-01-22,11045
10314,250,20,OUT,151,2024-06-08,24597
10315,267,28,OUT,460,2023-10-29,28507
10316,209,6,OUT,216,2024-11-13,4146
10317,328,21,IN,191,2023-05-06,
10318,310,1,OUT,314,2023-05-15,25486
10319,221,1,IN,46,2023-07-15,
10320,90,24,OUT,225,2024-02-19,14403
10321,291,29,OUT,226,2024-12-25,5136
10322,250,17,OUT,209,2023-07-14,15005
10323,111,3,OUT,375,2023-11-18,348
10324,242,34,IN,332,2023-08-07,
10325,182,27,IN,307,2024-12-08,
10326,214,6,IN,215,2023-05-12,
10327,353,7,IN,29,2024-03-21,
10328,236,23,OUT,167,2024-10-04,5801
10329,304,19,OUT,63,2024-05-17,1289
10330,243,1,IN,416,2024-02-14,
10331,318,2,OUT,143,2023-12-03,900
10332,48,31,IN,247,2024-09-25,
10333,128,16,OUT,377,2024-02-20,3211
10334,173,1,OUT,89,2024-06-01,19952
10335,8888,888,IN,0,2023-11-20,
10336,155,20,IN,55,2023-07-07,
10337,57,17,IN,60,2023-08-07,
10338,67,27,IN,130,2024-06-27,
10339,8888,888,IN,0,2024-02-25,
10340,223,21,IN,31,2023-04-11,
10341,152,10,OUT,454,2023-08-29,6318
10342,82,13,OUT,340,2023-12-02,2270
10343,222,31,IN,303,2023-05-21,
10344,56,29,IN,44,2023-06-07,
10345,128,19,IN,460,2024-01-30,
10346,16,15,OUT,335,2023-12-18,13086
10347,355,31,OUT,292,2024-03-06,16813
10348,113,23,OUT,400,2024-01-24,7911
10349,346,12,OUT,223,2023-10-19,16142
10350,33,9,IN,27,2023-07-27,
10351,215,1,IN,80,2023-01-20,
10352,336,1,OUT,33,2024-04-12,23912
10353,321,4,OUT,371,2024-10-13,2683
10354,327,3,IN,467,2024-06-07,
10355,306,34,IN,291,2024-06-30,
10356,169,3,OUT,19,2024-02-28,4139
10357,315,5,OUT,81,2023-07-01,24498
10358,221,2,OUT,70,2023-04-21,15929
10359,290,7,IN,25,2024-09-18,
10360,269,28,OUT,224,2023-01-18,27247
10361,92,28,OUT,53,2024-12-18,23920
10362,123,19,OUT,13,2024-06-29,3623
10363,207,22,IN,72,2023-06-29,
10364,265,18,OUT,199,2024-11-16,21902
10365,299,30,OUT,314,2023-10-05,6345
10366,248,16,OUT,446,2023-01-16,10846
10367,279,33,OUT,105,2023-01-25,27658
10368,356,19,IN,294,2023-04-28,
10369,107,17,IN,316,2023-08-09,
10370,335,7,OUT,55,2023-09-14,27685
10371,21,21,IN,62,2023-04-22,
10372,347,28,OUT,441,2024-06-19,4089
10373,116,35,OUT,246,2024-01-08,5356
10374,2,19,IN,277,2024-07-22,
10375,26,2,IN,304,2023-05-04,
10376,68,28,OUT,466,2023-05-31,7810
10377,211,31,IN,68,2023-12-22,
10378,149,15,OUT,115,2023-01-11,18826
10379,150,9,IN,256,2024-10-10,
10380,41,2,IN,109,2023-09-07,
10381,233,29,OUT,163,2023-05-15,16727
10382,248,15,OUT,322,2024-02-03,22174
10383,103,33,IN,467,2023-12-16,
10384,195,9,OUT,474,2023-05-17,14489
10385,298,7,OUT,29,2024-01-31,9757
10386,8,35,OUT,79,2023-12-30,9539
10387,213,17,OUT,0,2023-01-20,26925
10388,307,20,OUT,467,2023-08-23,19521
10389,124,18,OUT,328,2024-03-26,7891
10390,94,32,OUT,251,2023-01-11,2512
10391,342,14,IN,444,2024-11-22,
10392,50,7,IN,62,2023-10-01,
10393,196,25,OUT,310,2024-05-17,8428
10394,209,13,OUT,480,2024-03-03,1491
10395,51,33,OUT,437,2024-05-08,18655
10396,136,35,OUT,447,2024-11-13,2095
10397,3,31,OUT,212,2023-11-11,6454
10398,128,2,OUT,421,2024-04-14,15249
10399,50,14,IN,401,2024-02-02,
10400,276,32,OUT,77,2023-01-12,28982
10401,1,18,IN,356,2023-07-04,
10402,66,1,OUT,326,2023-03-19,28563
10403,245,2,IN,491,2023-08-06,
10404,287,10,OUT,60,2024-08-16,8100
10405,8888,888,IN,0,2023-02-04,
10406,181,28,IN,457,2024-09-28,
10407,34,16,IN,282,2024-09-19,
10408,31,18,IN,374,2023-05-27,
10409,353,3,OUT,223,2024-08-17,18740
10410,78,16,IN,202,2024-06-04,
10411,321,23,OUT,372,2024-10-23,24584
10412,167,8,IN,382,2024-03-20,
10413,176,18,OUT,397,2024-04-04,23
10414,134,9,IN,65,2023-04-22,
10415,283,10,OUT,148,2023-05-22,8801
10416,256,15,IN,176,2023-07-18,
10417,308,12,OUT,342,2023-02-08,1627
10418,232,20,OUT,495,2023-11-19,7443
10419,226,23,OUT,450,2023-03-10,2412
10420,302,32,OUT,54,2024-11-18,11828
10421,329,30,OUT,338,2023-03-07,29926
10422,198,28,IN,493,2023-01-20,
10423,8888,888,IN,0,2024-05-02,
10424,62,27,IN,123,2024-03-06,
10425,198,14,OUT,459,2024-01-15,2642
10426,313,30,OUT,12,2024-10-24,10361
10427,141,35,IN,276,2024-03-06,
10428,202,35,IN,113,2024-08-19,
10429,254,10,IN,378,2023-11-26,
10430,219,7,OUT,480,2024-08-12,5704
10431,267,5,OUT,295,2024-10-24,5894
10432,72,20,OUT,360,2024-12-09,3544
10433,34,19,OUT,412,2024-01-13,16728
10434,155,34,IN,462,2023-08-11,
10435,210,29,IN,218,2024-08-18,
10436,224,17,OUT,447,2023-02-06,1923
10437,263,22,OUT,50,2023-01-09,2801
10438,8888,888,OUT,0,2024-01-24,888888
10439,247,18,IN,187,2023-03-23,
10440,263,20,OUT,0,2024-03-29,1193
10441,299,31,IN,41,2024-07-23,
10442,306,8,IN,360,2023-05-13,
10443,65,12,IN,304,2024-12-15,
10444,268,13,OUT,190,2023-07-16,11175
10445,208,23,IN,179,2023-01-28,
10446,155,27,IN,60,2023-11-04,
10447,69,25,IN,485,2024-03-01,
10448,27,23,OUT,321,2024-09-04,14321
10449,67,20,IN,458,2023-02-12,
10450,206,22,OUT,136,2024-01-09,25853
10451,299,1,IN,328,2023-07-13,
10452,84,9,OUT,144,2024-10-24,13930
10453,226,6,IN,158,2024-06-18,
10454,23,19,IN,177,2023-05-23,
10455,80,6,IN,354,2024-08-16,
10456,89,13,OUT,248,2024-12-12,3954
10457,1,35,OUT,412,2024-09-24,11954
10458,349,27,OUT,292,2024-08-10,26195
10459,153,8,IN,337,2023-04-18,
10460,291,31,IN,432,2023-03-21,
10461,128,22,OUT,64,2023-09-08,17436
10462,263,6,OUT,453,2023-09-29,29769
10463,38,8,OUT,131,2023-08-16,28096
10464,109,6,OUT,434,2024-04-05,25730
10465,331,26,OUT,317,2024-01-15,29986
10466,325,2,OUT,274,2024-12-15,26897
10467,123,29,IN,329,2024-01-09,
10468,74,18,IN,76,2023-11-28,
10469,25,22,OUT,172,2024-11-26,16174
10470,121,31,OUT,155,2023-09-10,27562
10471,273,14,IN,497,2023-08-05,
10472,294,3,OUT,204,2024-04-06,25390
10473,48,8,IN,465,2023-03-31,
10474,310,14,IN,35,2024-03-16,
10475,354,31,OUT,332,2024-09-04,18162
10476,154,10,OUT,489,2024-12-04,15205
10477,8888,888,OUT,0,2024-09-04,888888
10478,277,30,OUT,161,2024-10-18,2673
10479,311,32,IN,99,2024-11-20,
10480,129,19,IN,158,2023-02-08,
10481,96,26,OUT,299,2023-07-23,1768
10482,60,16,IN,199,2024-01-30,
10483,241,7,IN,77,2023-10-11,
10484,55,30,OUT,51,2024-09-04,26656
10485,77,34,OUT,45,2024-10-17,18138
10486,358,12,OUT,106,2023-10-31,27284
10487,276,34,IN,492,2023-10-04,
10488,277,33,OUT,254,2024-09-11,27131
10489,324,13,IN,196,2024-12-08,
10490,8888,888,OUT,0,2024-05-04,888888
10491,336,20,IN,333,2023-11-02,
10492,217,33,IN,337,2024-03-31,
10493,305,19,OUT,457,2023-03-02,14354
10494,212,15,OUT,271,2023-05-08,4849
10495,203,22,IN,114,2024-03-20,
10496,77,20,OUT,444,2024-05-21,28285
10497,186,12,IN,480,2023-07-21,
10498,80,7,OUT,330,2023-09-22,12168
10499,259,6,OUT,254,2024-08-28,29990
10500,74,31,IN,40,2024-11-06,
10501,74,23,OUT,338,2024-12-15,3770
10502,243,18,OUT,442,2024-04-16,23942
10503,203,28,IN,85,2023-11-18,
10504,151,11,OUT,137,2023-10-20,21117
10505,218,20,OUT,335,2023-10-27,9259
10506,120,8,IN,309,2023-08-21,
10507,35,27,IN,421,2024-04-19,
10508,303,23,IN,31,2023-01-23,
10509,157,33,OUT,373,2024-06-27,1053
10510,69,26,OUT,159,2024-11-10,13214
10511,356,23,OUT,10,2023-12-27,719
10512,128,17,OUT,180,2023-01-09,5510
10513,300,13,OUT,234,2024-04-20,6284
10514,314,29,OUT,493,2023-10-31,11593
10515,60,22,IN,76,2024-08-13,
10516,329,28,OUT,391,2024-04-29,28787
10517,73,16,IN,372,2023-01-25,
10518,110,21,OUT,389,2023-12-21,28374
10519,349,23,OUT,169,2024-12-22,3058
10520,268,9,OUT,461,2023-10-30,22587
10521,141,21,IN,296,2023-01-01,
10522,103,21,IN,489,2024-03-18,
10523,326,10,OUT,280,2023-09-25,4438
10524,113,23,IN,194,2024-08-21,
10525,8888,888,OUT,0,2023-07-16,888888
10526,339,4,IN,179,2024-06-29,
10527,27,28,OUT,77,2023-01-16,22265
10528,6,26,OUT,83,2024-12-17,15021
10529,8888,888,OUT,0,2024-05-21,888888
10530,324,29,OUT,131,2024-09-04,16450
10531,116,16,IN,37,2023-06-15,
10532,108,6,IN,56,2024-12-02,
10533,112,13,OUT,363,2023-02-22,3812
10534,91,11,OUT,198,2023-05-22,22340
10535,238,13,IN,381,2023-03-25,
10536,171,6,IN,285,2024-11-03,
10537,194,5,OUT,237,2024-07-31,8531
10538,37,27,IN,305,2023-05-22,
10539,162,6,OUT,228,2024-01-05,14998
10540,257,2,IN,70,2023-06-18,
10541,180,5,OUT,189,2024-02-14,20118
10542,12,24,OUT,227,2023-06-04,8655
10543,223,20,IN,448,2024-04-21,
10544,4,35,OUT,163,2024-05-20,1906
10545,224,8,IN,302,2024-05-26,
10546,157,22,OUT,11,2024-02-28,28412
10547,302,6,OUT,66,2023-09-07,4382
10548,70,5,IN,15,2024-11-18,
10549,85,31,OUT,86,2024-10-18,20109
10550,165,30,IN,179,2023-11-12,
10551,226,22,OUT,63,2023-03-22,26683
10552,296,19,OUT,296,2023-02-06,21927
10553,223,3,OUT,33,2024-07-21,10441
10554,56,9,IN,479,2023-09-16,
10555,357,24,IN,140,2023-08-14,
10556,302,2,IN,106,2023-04-01,
10557,5,10,OUT,167,2023-01-04,13220
10558,269,18,IN,334,2024-10-02,
10559,233,9,OUT,28,2024-01-03,4000
10560,344,14,IN,465,2023-01-22,
10561,182,34,OUT,247,2023-01-21,27971
10562,32,29,IN,336,2023-04-11,
10563,12,26,OUT,122,2024-05-22,7215
10564,261,32,OUT,431,2023-05-29,5868
10565,233,33,OUT,343,2024-02-12,25524
10566,220,13,IN,259,2024-10-14,
10567,10,8,OUT,74,2024-03-03,5624
10568,301,8,IN,112,2023-09-26,
10569,22,21,OUT,52,2023-04-29,28938
10570,27,1,IN,216,2024-03-05,
10571,40,28,OUT,179,2024-12-18,28369
10572,105,33,IN,224,2023-03-14,
10573,338,18,IN,45,2024-03-17,
10574,213,32,OUT,334,2024-03-02,14152
10575,105,12,OUT,153,2023-01-02,22298
10576,138,2,IN,41,2023-08-21,
10577,239,30,IN,343,2024-12-24,
10578,211,8,OUT,404,2024-01-17,3001
10579,200,20,IN,442,2023-11-21,
10580,173,6,IN,382,2024-08-25,
10581,53,31,OUT,455,2024-05-27,21920
10582,107,6,IN,76,2024-08-02,
10583,84,28,IN,163,2023-01-01,
10584,178,25,OUT,417,2024-01-02,19381
10585,234,22,OUT,246,2024-01-28,25871
10586,98,19,OUT,482,2023-11-17,24892
10587,15,7,IN,132,2023-02-11,
10588,212,2,IN,157,2023-02-26,
10589,85,19,OUT,335,2023-11-25,25592
10590,306,15,IN,93,2023-01-11,
10591,245,18,OUT,24,2024-07-30,20515
10592,340,31,OUT,31,2024-03-26,25669
10593,225,17,OUT,457,2024-06-06,253
10594,119,14,OUT,156,2023-01-04,9787
10595,19,14,OUT,343,2023-06-12,24595
10596,331,13,IN,374,2023-01-05,
10597,157,14,OUT,71,2023-11-04,16817
10598,356,32,IN,480,2024-08-19,
10599,121,34,OUT,397,2024-04-19,9848
10600,6,13,OUT,200,2023-11-18,20987
10601,75,33,OUT,174,2023-04-16,21070
10602,96,6,OUT,184,2024-12-13,353
10603,3,10,IN,192,2024-05-22,
10604,233,6,OUT,166,2024-05-31,21363
10605,8888,888,OUT,0,2023-05-29,888888
10606,84,4,OUT,155,2024-04-04,9834
10607,216,23,IN,386,2024-11-11,
10608,234,31,OUT,73,2024-03-29,662
10609,284,27,IN,356,2024-10-10,
10610,345,31,OUT,482,2024-06-27,23752
10611,219,4,IN,298,2024-06-22,
10612,76,4,OUT,47,2024-08-14,26334
10613,173,33,OUT,204,2023-09-29,3993
10614,151,24,OUT,451,2024-10-10,20750
10615,30,34,OUT,225,2023-05-26,28076
10616,281,12,IN,486,2024-07-06,
10617,182,7,OUT,447,2024-02-27,2771
10618,346,23,OUT,441,2023-11-15,1275
10619,235,4,OUT,155,2023-11-17,8130
10620,224,11,OUT,118,2023-06-10,26846
10621,93,22,IN,435,2023-09-10,
10622,3,33,IN,165,2024-10-15,
10623,273,15,IN,277,2023-06-05,
10624,131,10,OUT,433,2024-08-11,18757
10625,229,11,OUT,59,2024-10-22,4475
10626,251,2,IN,201,2024-07-13,
10627,204,28,IN,99,2023-06-24,
10628,306,33,OUT,474,2023-01-06,9088
10629,300,5,IN,214,2024-02-01,
10630,108,13,IN,158,2024-08-22,
10631,55,19,IN,221,2023-04-08,
10632,222,24,IN,434,2023-06-07,
10633,300,11,IN,449,2023-01-12,
10634,268,16,IN,31,2023-08-01,
10635,318,1,OUT,203,2023-02-24,9412
10636,333,17,OUT,167,2024-07-17,23533
10637,359,19,OUT,150,2023-12-14,8982
10638,28,13,IN,322,2024-10-22,
10639,244,35,OUT,358,2023-12-10,17150
10640,68,24,OUT,387,2024-06-08,11926
10641,354,27,IN,451,2024-01-07,
10642,340,20,IN,370,2023-06-28,
10643,105,19,IN,190,2024-04-15,
10644,117,34,IN,129,2023-03-08,
10645,317,32,OUT,298,2024-04-15,13275
10646,28,33,OUT,425,2024-04-27,15979
10647,222,5,OUT,286,2024-08-27,1724
10648,252,4,OUT,282,2024-12-31,28290
10649,209,29,OUT,197,2024-03-01,10898
10650,351,27,IN,114,2023-07-12,
10651,114,25,OUT,29,2023-12-08,6274
10652,307,19,IN,142,2024-06-19,
10653,196,31,OUT,425,2023-07-23,2039
10654,233,7,IN,157,2024-05-07,
10655,95,33,IN,60,2023-03-17,
10656,206,5,OUT,239,2023-12-02,8784
10657,181,17,IN,322,2023-11-06,
10658,21,18,OUT,419,2024-12-15,23583
10659,347,4,IN,204,2023-12-04,
10660,109,20,IN,178,2023-08-10,
10661,9,18,OUT,306,2024-11-07,1459
10662,122,5,OUT,357,2024-06-25,18283
10663,80,28,IN,440,2024-02-28,
10664,108,29,IN,391,2023-05-11,
10665,197,2,OUT,75,2024-05-23,11570
10666,33,1,OUT,389,2023-10-18,28116
10667,156,24,OUT,440,2024-04-06,8877
10668,309,5,IN,394,2024-02-26,
10669,30,27,IN,450,2024-12-03,
10670,101,32,OUT,446,2024-09-13,25689
10671,179,9,OUT,253,2024-01-04,11525
10672,176,12,IN,278,2023-06-24,
10673,72,16,OUT,49,2024-03-05,17642
10674,151,13,OUT,447,2023-10-17,26735
10675,110,16,IN,211,2023-07-02,
10676,325,13,IN,3,2023-03-26,
10677,154,10,IN,348,2024-07-05,
10678,241,19,OUT,108,2024-01-06,18227
10679,304,32,OUT,448,2024-08-14,10736
10680,336,14,IN,183,2023-01-21,
10681,199,20,OUT,117,2023-01-10,2824
10682,35,19,IN,138,2024-07-23,
10683,224,19,IN,275,2023-10-08,
10684,79,16,IN,325,2024-02-29,
10685,217,22,OUT,465,2023-08-12,17491
10686,178,5,OUT,412,2023-03-09,1973
10687,5,16,IN,312,2023-04-03,
10688,187,13,OUT,371,2024-04-16,24851
10689,357,19,OUT,293,2023-06-21,10611
10690,111,1,IN,53,2024-12-23,
10691,14,16,OUT,427,2023-05-31,22414
10692,342,30,IN,397,2023-09-16,
10693,133,20,OUT,299,2024-12-31,14767
10694,84,10,IN,293,2024-11-18,
10695,177,32,IN,373,2024-09-04,
10696,323,24,OUT,182,2023-06-29,23835
10697,246,6,IN,343,2023-12-13,
10698,221,34,IN,218,2024-11-23,
10699,278,34,IN,232,2024-09-11,
10700,30,31,OUT,78,2024-12-24,23745
10701,30,30,OUT,195,2024-10-25,6743
10702,198,8,IN,324,2024-09-22,
10703,137,6,IN,314,2024-12-04,
10704,22,9,OUT,280,2023-07-21,17864
10705,292,4,IN,220,2024-07-01,
10706,99,9,OUT,177,2024-10-19,25463
10707,186,18,IN,440,2024-10-28,
10708,86,2,IN,247,2024-07-14,
10709,226,29,OUT,476,2024-01-30,1462
10710,197,5,OUT,46,2023-03-23,10060
10711,155,4,IN,247,2023-05-13,
10712,23,28,IN,386,2023-10-13,
10713,346,29,IN,301,2024-09-17,
10714,146,15,IN,356,2023-07-17,
10715,324,10,IN,107,2024-11-28,
10716,133,13,OUT,125,2023-02-20,27460
10717,58,6,IN,191,2023-04-07,
10718,110,17,IN,90,2024-10-07,
10719,267,29,IN,290,2023-08-31,
10720,82,22,OUT,11,2023-11-13,24580
10721,8888,888,OUT,0,2024-04-05,888888
10722,280,29,IN,283,2024-06-07,
10723,315,29,OUT,459,2023-02-11,16068
10724,258,13,IN,128,2023-12-13,
10725,110,6,OUT,469,2023-01-02,2414
10726,59,24,OUT,339,2024-08-22,2884
10727,297,12,OUT,175,2024-07-26,14585
10728,281,20,OUT,248,2023-10-22,3707
10729,217,26,IN,370,2024-12-09,
10730,78,33,OUT,273,2024-06-18,12316
10731,9,9,IN,453,2024-06-27,
10732,259,17,IN,367,2023-06-06,
10733,195,21,IN,8,2023-11-30,
10734,51,15,OUT,424,2024-09-20,17145
10735,215,4,OUT,85,2023-09-11,11115
10736,95,25,IN,463,2023-07-04,
10737,211,7,IN,90,2023-10-02,
10738,227,33,OUT,295,2024-05-01,20218
10739,169,20,OUT,208,2023-02-04,19840
10740,240,29,OUT,293,2024-06-04,9973
10741,45,19,IN,460,2023-08-03,
10742,202,29,OUT,91,2023-01-22,27338
10743,104,16,OUT,53,2023-08-07,8764
10744,99,23,OUT,408,2024-04-03,23835
10745,45,8,OUT,399,2024-07-20,8775
10746,243,34,OUT,158,2024-10-04,23684
10747,200,26,IN,472,2024-03-24,
10748,205,15,IN,29,2023-07-23,
10749,223,3,OUT,228,2024-07-17,11764
10750,354,13,IN,234,2024-03-06,
10751,264,20,IN,305,2024-12-29,
10752,264,34,IN,425,2023-02-09,
10753,311,10,OUT,41,2024-05-30,7612
10754,347,10,OUT,46,2023-06-24,13832
10755,197,1,OUT,339,2024-07-08,29312
10756,96,19,OUT,155,2024-11-29,15113
10757,84,16,OUT,332,2023-11-29,15498
10758,234,21,IN,436,2024-11-01,
10759,243,15,OUT,405,2023-01-30,28411
10760,339,15,IN,318,2024-01-17,
10761,127,23,OUT,331,2023-10-03,898
10762,318,3,OUT,414,2023-03-03,2548
10763,206,35,OUT,468,2024-06-13,19847
10764,98,9,OUT,336,2024-11-26,4669
10765,223,13,OUT,293,2023-12-28,17265
10766,164,24,OUT,36,2024-04-12,10766
10767,346,26,IN,184,2023-02-28,
10768,17,13,OUT,271,2024-05-10,3443
10769,132,17,IN,150,2023-09-11,
10770,197,34,OUT,217,2024-01-15,15088
10771,49,22,IN,9,2023-10-18,
10772,152,20,IN,461,2023-12-21,
10773,76,20,IN,137,2024-02-03,
10774,237,9,IN,399,2024-03-30,
10775,39,24,OUT,155,2024-12-30,21686
10776,306,17,IN,4,2024-04-10,
10777,135,2,IN,8,2023-07-14,
10778,54,8,OUT,60,2023-11-06,14562
10779,109,5,IN,434,2024-01-05,
10780,148,6,OUT,296,2023-01-09,4346
10781,5,13,OUT,112,2023-06-06,22304
10782,172,5,OUT,256,2024-01-11,19462
10783,282,26,OUT,182,2023-09-03,16326
10784,138,25,IN,355,2023-01-15,
10785,250,21,IN,252,2024-06-05,
10786,38,33,OUT,375,2024-06-09,25436
10787,261,12,OUT,460,2023-04-19,5982
10788,8888,888,OUT,0,2023-09-05,888888
10789,233,33,IN,286,2023-08-23,
10790,78,26,OUT,250,2023-01-11,22369
10791,236,20,IN,454,2024-03-08,
10792,8888,888,OUT,0,2023-11-20,888888
10793,283,9,IN,33,2024-09-05,
10794,8888,888,IN,0,2024-04-13,
10795,84,25,IN,98,2024-07-03,
10796,294,15,IN,425,2024-02-29,
10797,168,16,IN,340,2024-05-18,
10798,325,5,OUT,168,2023-09-23,16755
10799,287,25,OUT,206,2023-04-25,10456
10800,214,19,OUT,446,2023-05-10,8190
10801,186,33,OUT,491,2024-02-22,21800
10802,55,26,IN,253,2023-10-18,
10803,95,33,OUT,327,2023-02-07,21637
10804,261,20,IN,482,2024-07-12,
10805,299,32,OUT,394,2023-10-22,11984
10806,61,22,OUT,275,2024-04-29,12766
10807,332,5,OUT,146,2023-04-18,15336
10808,21,10,IN,453,2023-06-03,
10809,254,22,OUT,149,2024-10-10,1534
10810,172,12,OUT,344,2024-04-04,9917
10811,327,22,OUT,28,2023-04-18,9608
10812,33,13,OUT,7,2024-11-16,25414
10813,8888,888,IN,0,2024-10-25,
10814,158,19,OUT,141,2024-07-13,15573
10815,323,32,OUT,332,2023-10-17,3188
10816,120,18,IN,233,2023-07-13,
10817,79,6,IN,111,2023-09-01,
10818,121,9,IN,133,2023-09-16,
10819,8,6,OUT,242,2024-03-22,23593
10820,126,23,OUT,95,2024-01-03,13391
10821,42,17,OUT,466,2024-03-18,6451
10822,183,19,OUT,86,2023-01-05,13507
10823,177,27,OUT,105,2023-05-03,4486
10824,253,1,IN,203,2024-05-31,
10825,235,16,OUT,128,2023-04-19,8480
10826,103,12,OUT,189,2023-12-27,29137
10827,95,35,IN,286,2023-04-16,
10828,301,3,OUT,406,2024-12-01,20097
10829,281,1,IN,310,2024-09-23,
10830,15,17,OUT,495,2024-06-29,29794
10831,69,24,OUT,0,2023-10-26,18585
10832,147,16,IN,141,2024-03-25,
10833,36,34,IN,163,2024-05-26,
10834,109,11,OUT,113,2024-03-29,25001
10835,81,14,OUT,418,2024-05-08,24558
10836,341,32,OUT,152,2023-10-25,9697
10837,314,19,OUT,59,2024-02-18,20567
10838,175,22,IN,69,2023-01-12,
10839,147,32,OUT,223,2024-06-21,10111
10840,8888,888,OUT,0,2024-03-31,888888
10841,233,34,IN,65,2024-03-19,
10842,299,22,IN,0,2024-06-01,
10843,92,34,OUT,173,2023-01-31,9478
10844,130,30,IN,112,2023-08-03,
